FID_1（网格编号）,FID_1_1,FID_1_1_1,Id,Are,Count_,Count_1,Count_2,,是否商业,工作2/住宅3,其他0,,FINAL 1商业 2工作 3住宅 0其他,,OBJECTID,FID_,COUNT,AREA,MEAN（人口密度）,
4093,4093,4093,0,1000000,98,2,55,,1,1,1,,1,,3864,4093,1,754787.5404,34594.80469,0.001261253
4094,4094,4094,0,1000000,136,1,90,,1,1,1,,1,,3865,4094,2,1509575.081,23845.33398,0.00086935
4095,4095,4095,0,1000000,89,3,105,,1,1,1,,1,,3866,4095,1,754787.5404,23709.375,0.000864393
4096,4096,4096,0,1000000,91,2,75,,1,1,1,,1,,3867,4096,1,754787.5404,23458.09766,0.000855232
4097,4097,4097,0,1000000,90,4,76,,1,1,1,,1,,3868,4097,1,754787.5404,24411.16797,0.000889979
4098,4098,4098,0,1000000,51,0,48,,0,3,3,,3,,3869,4098,1,754787.5404,24309.82813,0.000886285
4099,4099,4099,0,1000000,49,0,35,,0,3,3,,3,,3870,4099,1,754787.5404,19042.31445,0.000694242
4100,4100,4100,0,1000000,82,4,53,,1,1,1,,1,,3871,4100,2,1509575.081,15659.854,0.000570925
4101,4101,4101,0,1000000,33,3,26,,1,1,1,,1,,3872,4101,1,754787.5404,15659.85352,0.000570925
4102,4102,4102,0,1000000,27,0,13,,0,3,3,,3,,3873,4102,1,754787.5404,28551.80664,0.001040938
4103,4103,4103,0,1000000,40,1,14,,1,1,1,,1,,3874,4103,1,754787.5404,30035.51563,0.001095031
4104,4104,4104,0,1000000,20,4,18,,1,1,1,,1,,3875,4104,1,754787.5404,28397.67773,0.001035319
4105,4105,4105,0,1000000,41,0,0,,0,3,3,,3,,3876,4105,1,754787.5404,26320.47656,0.000959589
4106,4106,4106,0,1000000,14,0,31,,0,2,2,,2,,3877,4106,1,754787.5404,13826.94922,0.000504101
4107,4107,4107,0,1000000,5,0,41,,0,2,2,,2,,3878,4107,2,1509575.081,6172.212646,0.000225026
4108,4108,4108,0,1000000,8,2,22,,1,1,1,,1,,3879,4108,1,754787.5404,6172.212891,0.000225026
4109,4109,4109,0,1000000,13,0,32,,0,2,2,,2,,3880,4109,1,754787.5404,3329.564941,0.000121389
4110,4110,4110,0,1000000,11,1,18,,1,1,1,,1,,3881,4110,1,754787.5404,717.8699341,2.6172E-05
4111,4111,4111,0,1000000,1,2,3,,1,1,1,,1,,3882,4111,1,754787.5404,1335.067017,4.86737E-05
4112,4112,4112,0,1000000,19,0,3,,0,3,3,,3,,3883,4112,1,754787.5404,5228.372559,0.000190615
4113,4113,4113,0,1000000,13,2,6,,1,1,1,,1,,3884,4113,1,754787.5404,5228.373047,0.000190615
4114,4114,4114,0,1000000,14,1,1,,1,1,1,,1,,3885,4114,2,1509575.081,5218.198486,0.000190244
4115,4115,4115,0,1000000,13,0,1,,0,3,3,,3,,3886,4115,1,754787.5404,3991.748779,0.000145531
4116,4116,4116,0,1000000,6,0,2,,0,3,3,,3,,3887,4116,1,754787.5404,3900.280762,0.000142196
4117,4117,4117,0,1000000,7,0,8,,0,2,2,,2,,3888,4117,1,754787.5404,4448.823242,0.000162195
4118,4118,4118,0,1000000,4,0,2,,0,3,3,,3,,3889,4118,1,754787.5404,5860.847656,0.000213674
4119,4119,4119,0,1000000,38,0,1,,0,3,3,,3,,3890,4119,1,754787.5404,6360.000488,0.000231872
4120,4120,4120,0,1000000,12,0,0,,0,3,3,,3,,3891,4120,2,1509575.081,8730.559082,0.000318298
4121,4121,4121,0,1000000,0,0,0,,0,3,0,,0,,3892,4121,1,754787.5404,8853.191406,0.000322769
4122,4122,4122,0,1000000,0,0,1,,0,2,2,,2,,3893,4122,1,754787.5404,8853.191406,0.000322769
4123,4123,4123,0,1000000,0,0,0,,0,3,0,,0,,3894,4123,1,754787.5404,8853.191406,0.000322769
4124,4124,4124,0,1000000,1,0,0,,0,3,3,,3,,3895,4124,1,754787.5404,8853.192383,0.000322769
4125,4125,4125,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
4126,4126,4126,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
4127,4127,4127,0,1000000,0,0,0,,0,3,0,,0,,3896,4127,1,754787.5404,1259.356079,4.59134E-05
4128,4128,4128,0,1000000,0,0,0,,0,3,0,,0,,3897,4128,1,754787.5404,1259.195068,4.59076E-05
4129,4129,4129,0,1000000,0,0,0,,0,3,0,,0,,3898,4129,1,754787.5404,1259.19519,4.59076E-05
4130,4130,4130,0,1000000,1,0,0,,0,3,3,,3,,3899,4130,1,754787.5404,1259.195068,4.59076E-05
4131,4131,4131,0,1000000,0,0,0,,0,3,0,,0,,3900,4131,2,1509575.081,1259.195129,4.59076E-05
4132,4132,4132,0,1000000,0,0,0,,0,3,0,,0,,3901,4132,1,754787.5404,1259.195068,4.59076E-05
4133,4133,4133,0,1000000,0,0,1,,0,2,2,,2,,3902,4133,1,754787.5404,1259.195068,4.59076E-05
4134,4134,4134,0,1000000,0,0,0,,0,3,0,,0,,3903,4134,1,754787.5404,1262.737427,4.60367E-05
4135,4135,4135,0,1000000,0,0,0,,0,3,0,,0,,3904,4135,1,754787.5404,1409.968506,5.14045E-05
4136,4136,4136,0,1000000,1,0,0,,0,3,3,,3,,3905,4136,1,754787.5404,1457.218994,5.31271E-05
4137,4137,4137,0,1000000,0,0,0,,0,3,0,,0,,3906,4137,2,1509575.081,1457.219055,5.31271E-05
4138,4138,4138,0,1000000,0,0,0,,0,3,0,,0,,3907,4138,1,754787.5404,2732.155518,9.96086E-05
4139,4139,4139,0,1000000,0,0,0,,0,3,0,,0,,3908,4139,1,754787.5404,3164.668701,0.000115377
4140,4140,4140,0,1000000,0,0,0,,0,3,0,,0,,3909,4140,1,754787.5404,3423.521973,0.000124814
4141,4141,4141,0,1000000,2,0,5,,0,2,2,,2,,3910,4141,1,754787.5404,3593.988525,0.000131029
4142,4142,4142,0,1000000,7,0,1,,0,3,3,,3,,3911,4142,1,754787.5404,3593.988525,0.000131029
4143,4143,4143,0,1000000,0,0,0,,0,3,0,,0,,3912,4143,1,754787.5404,3593.988281,0.000131029
4144,4144,4144,0,1000000,2,0,2,,0,3,3,,3,,3913,4144,2,1509575.081,3835.879272,0.000139848
4145,4145,4145,0,1000000,0,0,0,,0,3,0,,0,,3914,4145,1,754787.5404,6887.589844,0.000251107
4146,4146,4146,0,1000000,2,0,2,,0,3,3,,3,,3915,4146,1,754787.5404,6887.590332,0.000251107
4147,4147,4147,0,1000000,45,0,6,,0,3,3,,3,,3916,4147,1,754787.5404,6887.589844,0.000251107
4148,4148,4148,0,1000000,5,0,5,,0,3,3,,3,,3917,4148,1,754787.5404,6887.590332,0.000251107
4149,4149,4149,0,1000000,1,0,2,,0,2,2,,2,,3918,4149,1,754787.5404,6887.589844,0.000251107
4150,4150,4150,0,1000000,5,2,5,,1,1,1,,1,,3919,4150,1,754787.5404,6887.590332,0.000251107
4151,4151,4151,0,1000000,4,0,9,,0,2,2,,2,,3920,4151,2,1509575.081,4832.97168,0.0001762
4152,4152,4152,0,1000000,20,0,9,,0,3,3,,3,,3921,4152,1,754787.5404,3926.456055,0.00014315
4153,4153,4153,0,1000000,44,0,2,,0,3,3,,3,,3922,4153,1,754787.5404,3926.456055,0.00014315
4154,4154,4154,0,1000000,5,0,46,,0,2,2,,2,,3923,4154,1,754787.5404,7221.987793,0.000263298
4155,4155,4155,0,1000000,33,0,55,,0,2,2,,2,,3924,4155,1,754787.5404,18441.50781,0.000672338
4156,4156,4156,0,1000000,33,3,15,,1,1,1,,1,,3925,4156,1,754787.5404,20943.48828,0.000763555
4157,4157,4157,0,1000000,25,1,31,,1,1,1,,1,,3926,4157,2,1509575.081,23663.20703,0.00086271
4158,4158,4158,0,1000000,16,2,19,,1,1,1,,1,,3927,4158,1,754787.5404,25930.96094,0.000945388
4159,4159,4159,0,1000000,64,1,22,,1,1,1,,1,,3928,4159,1,754787.5404,38434.20703,0.001401229
4160,4160,4160,0,1000000,56,3,43,,1,1,1,,1,,3929,4160,1,754787.5404,38381.51953,0.001399308
4161,4161,4161,0,1000000,104,6,75,,1,1,1,,1,,3930,4161,1,754787.5404,61576.44922,0.002244946
4162,4162,4162,0,1000000,102,2,83,,1,1,1,,1,,3931,4162,1,754787.5404,48266.32031,0.001759687
4163,4163,4163,0,1000000,82,6,82,,1,1,1,,1,,3932,4163,1,754787.5404,34594.80469,0.001261253
4164,4164,4164,0,1000000,102,4,83,,1,1,1,,1,,3933,4164,2,1509575.081,23845.33398,0.00086935
4165,4165,4165,0,1000000,137,6,110,,1,1,1,,1,,3934,4165,1,754787.5404,53683.0625,0.00195717
4166,4166,4166,0,1000000,90,13,54,,1,1,1,,1,,3935,4166,1,754787.5404,64115.44141,0.002337512
4167,4167,4167,0,1000000,89,3,58,,1,1,1,,1,,3936,4167,1,754787.5404,84620.28906,0.003085076
4168,4168,4168,0,1000000,69,1,25,,1,1,1,,1,,3937,4168,1,754787.5404,44273.03906,0.001614101
4169,4169,4169,0,1000000,13,0,16,,0,2,2,,2,,3938,4169,1,754787.5404,29016.5332,0.001057881
4170,4170,4170,0,1000000,64,0,57,,0,3,3,,3,,3939,4170,2,1509575.081,27444.88477,0.001000582
4171,4171,4171,0,1000000,40,0,44,,0,2,2,,2,,3940,4171,1,754787.5404,13828.69531,0.000504165
4172,4172,4172,0,1000000,5,2,8,,1,1,1,,1,,3941,4172,1,754787.5404,4412.364258,0.000160865
4173,4173,4173,0,1000000,2,0,4,,0,2,2,,2,,3942,4173,1,754787.5404,1549.439575,5.64893E-05
4174,4174,4174,0,1000000,6,0,1,,0,3,3,,3,,3943,4174,1,754787.5404,1549.439453,5.64893E-05
4175,4175,4175,0,1000000,246,0,4,,0,3,3,,3,,3944,4175,1,754787.5404,4545.876465,0.000165733
4176,4176,4176,0,1000000,3,0,0,,0,3,3,,3,,3945,4176,1,754787.5404,6125.231445,0.000223313
4177,4177,4177,0,1000000,6,0,4,,0,3,3,,3,,3946,4177,2,1509575.081,6172.212891,0.000225026
4178,4178,4178,0,1000000,4,0,4,,0,3,3,,3,,3947,4178,1,754787.5404,6172.212891,0.000225026
4179,4179,4179,0,1000000,16,0,7,,0,3,3,,3,,3948,4179,1,754787.5404,5661.027832,0.000206389
4180,4180,4180,0,1000000,21,0,11,,0,3,3,,3,,3949,4180,1,754787.5404,878.9954834,3.20463E-05
4181,4181,4181,0,1000000,10,0,20,,0,2,2,,2,,3950,4181,1,754787.5404,788.4910278,2.87467E-05
4182,4182,4182,0,1000000,17,0,3,,0,3,3,,3,,3951,4182,1,754787.5404,5228.373047,0.000190615
4183,4183,4183,0,1000000,13,2,3,,1,1,1,,1,,3952,4183,1,754787.5404,5228.373535,0.000190615
4184,4184,4184,0,1000000,6,0,1,,0,3,3,,3,,3953,4184,2,1509575.081,5228.373047,0.000190615
4185,4185,4185,0,1000000,1,0,3,,0,2,2,,2,,3954,4185,1,754787.5404,5169.799805,0.00018848
4186,4186,4186,0,1000000,27,0,4,,0,3,3,,3,,3955,4186,1,754787.5404,4321.990234,0.000157571
4187,4187,4187,0,1000000,4,0,4,,0,3,3,,3,,3956,4187,1,754787.5404,5183.835449,0.000188992
4188,4188,4188,0,1000000,0,0,2,,0,2,2,,2,,3957,4188,1,754787.5404,8853.192383,0.000322769
4189,4189,4189,0,1000000,1,0,3,,0,2,2,,2,,3958,4189,1,754787.5404,8853.191406,0.000322769
4190,4190,4190,0,1000000,8,1,7,,1,1,1,,1,,3959,4190,2,1509575.081,8853.191895,0.000322769
4191,4191,4191,0,1000000,14,0,0,,0,3,3,,3,,3960,4191,1,754787.5404,8853.191406,0.000322769
4192,4192,4192,0,1000000,0,0,1,,0,2,2,,2,,3961,4192,1,754787.5404,8853.192383,0.000322769
4193,4193,4193,0,1000000,0,0,1,,0,2,2,,2,,0,0,0,0,0,0
4194,4194,4194,0,1000000,1,0,0,,0,3,3,,3,,0,0,0,0,0,0
4195,4195,4195,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
4196,4196,4196,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
4197,4197,4197,0,1000000,0,0,0,,0,3,0,,0,,3962,4197,1,754787.5404,1259.883423,4.59327E-05
4198,4198,4198,0,1000000,0,0,0,,0,3,0,,0,,3963,4198,1,754787.5404,1259.195068,4.59076E-05
4199,4199,4199,0,1000000,0,0,0,,0,3,0,,0,,3964,4199,1,754787.5404,1259.195068,4.59076E-05
4200,4200,4200,0,1000000,1,0,1,,0,3,3,,3,,3965,4200,1,754787.5404,1259.195068,4.59076E-05
4201,4201,4201,0,1000000,0,0,0,,0,3,0,,0,,3966,4201,2,1509575.081,1259.195068,4.59076E-05
4202,4202,4202,0,1000000,1,0,0,,0,3,3,,3,,3967,4202,1,754787.5404,1259.195068,4.59076E-05
4203,4203,4203,0,1000000,0,0,0,,0,3,0,,0,,3968,4203,1,754787.5404,1259.195068,4.59076E-05
4204,4204,4204,0,1000000,0,0,0,,0,3,0,,0,,3969,4204,1,754787.5404,1259.195068,4.59076E-05
4205,4205,4205,0,1000000,0,0,0,,0,3,0,,0,,3970,4205,1,754787.5404,1259.195068,4.59076E-05
4206,4206,4206,0,1000000,0,0,0,,0,3,0,,0,,3971,4206,1,754787.5404,1388.469482,5.06206E-05
4207,4207,4207,0,1000000,1,0,0,,0,3,3,,3,,3972,4207,2,1509575.081,1972.24585,7.19039E-05
4208,4208,4208,0,1000000,0,0,0,,0,3,0,,0,,3973,4208,1,754787.5404,3390.918945,0.000123626
4209,4209,4209,0,1000000,0,0,0,,0,3,0,,0,,3974,4209,1,754787.5404,3593.988281,0.000131029
4210,4210,4210,0,1000000,1,0,1,,0,3,3,,3,,3975,4210,1,754787.5404,3593.988281,0.000131029
4211,4211,4211,0,1000000,0,0,3,,0,2,2,,2,,3976,4211,1,754787.5404,3593.988281,0.000131029
4212,4212,4212,0,1000000,12,1,6,,1,1,1,,1,,3977,4212,1,754787.5404,3593.988281,0.000131029
4213,4213,4213,0,1000000,8,1,6,,1,1,1,,1,,3978,4213,1,754787.5404,3593.988525,0.000131029
4214,4214,4214,0,1000000,1,0,0,,0,3,3,,3,,3979,4214,2,1509575.081,4056.959839,0.000147908
4215,4215,4215,0,1000000,0,0,2,,0,2,2,,2,,3980,4215,1,754787.5404,6887.589844,0.000251107
4216,4216,4216,0,1000000,4,1,0,,1,1,1,,1,,3981,4216,1,754787.5404,6887.589844,0.000251107
4217,4217,4217,0,1000000,2,0,6,,0,2,2,,2,,3982,4217,1,754787.5404,6796.231445,0.000247776
4218,4218,4218,0,1000000,0,0,2,,0,2,2,,2,,3983,4218,1,754787.5404,6116.29248,0.000222987
4219,4219,4219,0,1000000,1,0,4,,0,2,2,,2,,3984,4219,1,754787.5404,6010.575684,0.000219133
4220,4220,4220,0,1000000,3,0,1,,0,3,3,,3,,3985,4220,1,754787.5404,5904.811035,0.000215277
4221,4221,4221,0,1000000,8,1,8,,1,1,1,,1,,3986,4221,2,1509575.081,5770.722168,0.000210388
4222,4222,4222,0,1000000,14,0,3,,0,3,3,,3,,3987,4222,1,754787.5404,4128.625488,0.000150521
4223,4223,4223,0,1000000,5,0,3,,0,3,3,,3,,3988,4223,1,754787.5404,4288.585449,0.000156353
4224,4224,4224,0,1000000,5,0,21,,0,2,2,,2,,3989,4224,1,754787.5404,15004.62988,0.000547037
4225,4225,4225,0,1000000,7,0,6,,0,3,3,,3,,3990,4225,1,754787.5404,29965.84375,0.001092491
4226,4226,4226,0,1000000,14,1,27,,1,1,1,,1,,3991,4226,1,754787.5404,29965.8418,0.001092491
4227,4227,4227,0,1000000,11,5,18,,1,1,1,,1,,3992,4227,2,1509575.081,23663.20703,0.00086271
4228,4228,4228,0,1000000,18,1,31,,1,1,1,,1,,3993,4228,1,754787.5404,25930.96094,0.000945388
4229,4229,4229,0,1000000,41,0,140,,0,2,2,,2,,3994,4229,1,754787.5404,38434.20703,0.001401229
4230,4230,4230,0,1000000,46,5,82,,1,1,1,,1,,3995,4230,1,754787.5404,38381.51953,0.001399308
4231,4231,4231,0,1000000,68,6,62,,1,1,1,,1,,3996,4231,1,754787.5404,40401.17578,0.001472941
4232,4232,4232,0,1000000,115,0,67,,0,3,3,,3,,3997,4232,1,754787.5404,40396.11719,0.001472756
4233,4233,4233,0,1000000,93,9,107,,1,1,1,,1,,3998,4233,1,754787.5404,37206.28125,0.001356462
4234,4234,4234,0,1000000,112,12,71,,1,1,1,,1,,3999,4234,2,1509575.081,15790.60791,0.000575692
4235,4235,4235,0,1000000,57,4,71,,1,1,1,,1,,4000,4235,1,754787.5404,34753.25,0.00126703
4236,4236,4236,0,1000000,44,11,74,,1,1,1,,1,,4001,4236,1,754787.5404,32865.02344,0.001198189
4237,4237,4237,0,1000000,74,19,47,,1,1,1,,1,,4002,4237,1,754787.5404,74491.13281,0.002715788
4238,4238,4238,0,1000000,32,2,25,,1,1,1,,1,,4003,4238,1,754787.5404,104242.2813,0.003800452
4239,4239,4239,0,1000000,27,0,19,,0,3,3,,3,,4004,4239,1,754787.5404,99323.95313,0.00362114
4240,4240,4240,0,1000000,60,13,88,,1,1,1,,1,,4005,4240,2,1509575.081,49691.52539,0.001811647
4241,4241,4241,0,1000000,146,2,57,,1,1,1,,1,,4006,4241,1,754787.5404,11940.88477,0.000435339
4242,4242,4242,0,1000000,13,0,23,,0,2,2,,2,,4007,4242,1,754787.5404,1549.439575,5.64893E-05
4243,4243,4243,0,1000000,34,2,22,,1,1,1,,1,,4008,4243,1,754787.5404,1549.439575,5.64893E-05
4244,4244,4244,0,1000000,30,7,7,,1,1,1,,1,,4009,4244,1,754787.5404,1549.439575,5.64893E-05
4245,4245,4245,0,1000000,9,0,3,,0,3,3,,3,,4010,4245,1,754787.5404,4193.115234,0.000152872
4246,4246,4246,0,1000000,3,0,1,,0,3,3,,3,,4011,4246,1,754787.5404,6172.212891,0.000225026
4247,4247,4247,0,1000000,0,0,0,,0,3,0,,0,,4012,4247,2,1509575.081,6033.723633,0.000219977
4248,4248,4248,0,1000000,14,0,0,,0,3,3,,3,,4013,4248,1,754787.5404,5952.243652,0.000217006
4249,4249,4249,0,1000000,4,0,0,,0,3,3,,3,,4014,4249,1,754787.5404,6172.212891,0.000225026
4250,4250,4250,0,1000000,2,0,1,,0,3,3,,3,,4015,4250,1,754787.5404,2860.374023,0.000104283
4251,4251,4251,0,1000000,4,0,14,,0,2,2,,2,,4016,4251,1,754787.5404,717.869873,2.6172E-05
4252,4252,4252,0,1000000,26,1,2,,1,1,1,,1,,4017,4252,1,754787.5404,5228.373047,0.000190615
4253,4253,4253,0,1000000,7,0,3,,0,3,3,,3,,4018,4253,1,754787.5404,5228.373047,0.000190615
4254,4254,4254,0,1000000,4,0,4,,0,3,3,,3,,4019,4254,2,1509575.081,5228.373047,0.000190615
4255,4255,4255,0,1000000,3,0,3,,0,3,3,,3,,4020,4255,1,754787.5404,4067.056396,0.000148276
4256,4256,4256,0,1000000,1,0,2,,0,2,2,,2,,4021,4256,1,754787.5404,3593.256592,0.000131002
4257,4257,4257,0,1000000,0,0,0,,0,3,0,,0,,4022,4257,1,754787.5404,4231.401367,0.000154268
4258,4258,4258,0,1000000,0,0,1,,0,2,2,,2,,4023,4258,1,754787.5404,7501.859375,0.000273502
4259,4259,4259,0,1000000,3,0,4,,0,2,2,,2,,4024,4259,1,754787.5404,6981.228027,0.000254521
4260,4260,4260,0,1000000,30,0,2,,0,3,3,,3,,4025,4260,2,1509575.081,8318.80127,0.000303286
4261,4261,4261,0,1000000,0,0,2,,0,2,2,,2,,4026,4261,1,754787.5404,8853.191406,0.000322769
4262,4262,4262,0,1000000,3,1,2,,1,1,1,,1,,4027,4262,1,754787.5404,8853.191406,0.000322769
4263,4263,4263,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
4264,4264,4264,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
4265,4265,4265,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
4266,4266,4266,0,1000000,0,0,0,,0,3,0,,0,,4028,4266,1,754787.5404,1259.195068,4.59076E-05
4267,4267,4267,0,1000000,0,0,0,,0,3,0,,0,,4029,4267,1,754787.5404,1259.195068,4.59076E-05
4268,4268,4268,0,1000000,0,0,0,,0,3,0,,0,,4030,4268,1,754787.5404,1259.195068,4.59076E-05
4269,4269,4269,0,1000000,0,0,0,,0,3,0,,0,,4031,4269,1,754787.5404,1259.195068,4.59076E-05
4270,4270,4270,0,1000000,0,0,0,,0,3,0,,0,,4032,4270,2,1509575.081,1259.195068,4.59076E-05
4271,4271,4271,0,1000000,0,0,0,,0,3,0,,0,,4033,4271,1,754787.5404,1259.195068,4.59076E-05
4272,4272,4272,0,1000000,2,0,1,,0,3,3,,3,,4034,4272,1,754787.5404,1259.195068,4.59076E-05
4273,4273,4273,0,1000000,0,0,0,,0,3,0,,0,,4035,4273,1,754787.5404,1259.195068,4.59076E-05
4274,4274,4274,0,1000000,0,0,0,,0,3,0,,0,,4036,4274,1,754787.5404,1259.195068,4.59076E-05
4275,4275,4275,0,1000000,0,0,0,,0,3,0,,0,,4037,4275,1,754787.5404,1259.195068,4.59076E-05
4276,4276,4276,0,1000000,0,0,0,,0,3,0,,0,,4038,4276,2,1509575.081,2280.70105,8.31495E-05
4277,4277,4277,0,1000000,0,0,0,,0,3,0,,0,,4039,4277,1,754787.5404,3593.988525,0.000131029
4278,4278,4278,0,1000000,0,0,2,,0,2,2,,2,,4040,4278,1,754787.5404,3593.98877,0.000131029
4279,4279,4279,0,1000000,1,0,1,,0,3,3,,3,,4041,4279,1,754787.5404,3593.988525,0.000131029
4280,4280,4280,0,1000000,1,0,4,,0,2,2,,2,,4042,4280,1,754787.5404,3593.98877,0.000131029
4281,4281,4281,0,1000000,18,3,8,,1,1,1,,1,,4043,4281,1,754787.5404,3593.988525,0.000131029
4282,4282,4282,0,1000000,2,0,2,,0,3,3,,3,,4044,4282,1,754787.5404,3593.988281,0.000131029
4283,4283,4283,0,1000000,1,0,4,,0,2,2,,2,,4045,4283,2,1509575.081,5504.728027,0.000200691
4284,4284,4284,0,1000000,2,0,1,,0,3,3,,3,,4046,4284,1,754787.5404,6887.589355,0.000251107
4285,4285,4285,0,1000000,10,3,10,,1,1,1,,1,,4047,4285,1,754787.5404,6750.534668,0.00024611
4286,4286,4286,0,1000000,7,0,6,,0,3,3,,3,,4048,4286,1,754787.5404,6277.649414,0.00022887
4287,4287,4287,0,1000000,0,0,0,,0,3,0,,0,,4049,4287,1,754787.5404,5779.46582,0.000210707
4288,4288,4288,0,1000000,0,0,0,,0,3,0,,0,,4050,4288,1,754787.5404,5779.466309,0.000210707
4289,4289,4289,0,1000000,12,1,5,,1,1,1,,1,,4051,4289,1,754787.5404,5779.46582,0.000210707
4290,4290,4290,0,1000000,12,3,23,,1,1,1,,1,,4052,4290,2,1509575.081,5779.466309,0.000210707
4291,4291,4291,0,1000000,10,0,29,,0,2,2,,2,,4053,4291,1,754787.5404,4128.625488,0.000150521
4292,4292,4292,0,1000000,2,0,4,,0,2,2,,2,,4054,4292,1,754787.5404,4288.585449,0.000156353
4293,4293,4293,0,1000000,5,1,11,,1,1,1,,1,,4055,4293,1,754787.5404,15004.62988,0.000547037
4294,4294,4294,0,1000000,34,1,12,,1,1,1,,1,,4056,4294,1,754787.5404,29965.84375,0.001092491
4295,4295,4295,0,1000000,29,0,19,,0,3,3,,3,,4057,4295,1,754787.5404,29965.8418,0.001092491
4296,4296,4296,0,1000000,34,2,30,,1,1,1,,1,,4058,4296,2,1509575.081,24964.87305,0.000910166
4297,4297,4297,0,1000000,44,0,41,,0,3,3,,3,,4059,4297,1,754787.5404,23964.2168,0.000873684
4298,4298,4298,0,1000000,51,4,83,,1,1,1,,1,,4060,4298,1,754787.5404,38227.18359,0.001393682
4299,4299,4299,0,1000000,61,2,62,,1,1,1,,1,,4061,4299,1,754787.5404,37916.96875,0.001382372
4300,4300,4300,0,1000000,144,4,26,,1,1,1,,1,,4062,4300,1,754787.5404,39388.07031,0.001436005
4301,4301,4301,0,1000000,98,7,112,,1,1,1,,1,,4063,4301,1,754787.5404,41607.77344,0.001516931
4302,4302,4302,0,1000000,108,3,99,,1,1,1,,1,,4064,4302,1,754787.5404,44142.90625,0.001609356
4303,4303,4303,0,1000000,68,2,64,,1,1,1,,1,,4065,4303,2,1509575.081,13541.60449,0.000493698
4304,4304,4304,0,1000000,83,0,61,,0,3,3,,3,,4066,4304,1,754787.5404,26151.98242,0.000953446
4305,4305,4305,0,1000000,85,20,106,,1,1,1,,1,,4067,4305,1,754787.5404,63378.03125,0.002310628
4306,4306,4306,0,1000000,44,14,120,,1,1,1,,1,,4068,4306,1,754787.5404,58393.33984,0.002128897
4307,4307,4307,0,1000000,5,2,30,,1,1,1,,1,,4069,4307,1,754787.5404,28297.21875,0.001031656
4308,4308,4308,0,1000000,11,3,54,,1,1,1,,1,,4070,4308,1,754787.5404,27522.25195,0.001003403
4309,4309,4309,0,1000000,112,0,50,,0,3,3,,3,,4071,4309,2,1509575.081,18212.95166,0.000664005
4310,4310,4310,0,1000000,41,0,51,,0,2,2,,2,,4072,4310,1,754787.5404,4554.840332,0.00016606
4311,4311,4311,0,1000000,35,0,44,,0,2,2,,2,,4073,4311,1,754787.5404,1549.439453,5.64893E-05
4312,4312,4312,0,1000000,35,1,18,,1,1,1,,1,,4074,4312,1,754787.5404,1549.439575,5.64893E-05
4313,4313,4313,0,1000000,30,0,14,,0,3,3,,3,,4075,4313,1,754787.5404,38466.39063,0.001402403
4314,4314,4314,0,1000000,30,0,6,,0,3,3,,3,,4076,4314,1,754787.5404,61874.35938,0.002255807
4315,4315,4315,0,1000000,54,1,6,,1,1,1,,1,,4077,4315,1,754787.5404,59931.77734,0.002184985
4316,4316,4316,0,1000000,6,0,6,,0,3,3,,3,,4078,4316,2,1509575.081,896.3921204,3.26805E-05
4317,4317,4317,0,1000000,3,0,9,,0,2,2,,2,,4079,4317,1,754787.5404,3594.463135,0.000131046
4318,4318,4318,0,1000000,0,0,0,,0,3,0,,0,,4080,4318,1,754787.5404,5500.612305,0.000200541
4319,4319,4319,0,1000000,1,0,1,,0,3,3,,3,,4081,4319,1,754787.5404,5316.375488,0.000193824
4320,4320,4320,0,1000000,3,0,3,,0,3,3,,3,,4082,4320,1,754787.5404,754.4532471,2.75058E-05
4321,4321,4321,0,1000000,1,0,2,,0,2,2,,2,,4083,4321,1,754787.5404,5228.373047,0.000190615
4322,4322,4322,0,1000000,4,0,7,,0,2,2,,2,,4084,4322,1,754787.5404,5228.373047,0.000190615
4323,4323,4323,0,1000000,2,0,6,,0,2,2,,2,,4085,4323,2,1509575.081,5228.373047,0.000190615
4324,4324,4324,0,1000000,8,1,5,,1,1,1,,1,,4086,4324,1,754787.5404,4298.291504,0.000156707
4325,4325,4325,0,1000000,10,0,6,,0,3,3,,3,,4087,4325,1,754787.5404,3593.256592,0.000131002
4326,4326,4326,0,1000000,3,0,2,,0,3,3,,3,,4088,4326,1,754787.5404,3593.256348,0.000131002
4327,4327,4327,0,1000000,1,0,3,,0,2,2,,2,,4089,4327,1,754787.5404,3593.256592,0.000131002
4328,4328,4328,0,1000000,25,4,6,,1,1,1,,1,,4090,4328,1,754787.5404,3593.256348,0.000131002
4329,4329,4329,0,1000000,8,1,1,,1,1,1,,1,,4091,4329,2,1509575.081,5664.607422,0.00020652
4330,4330,4330,0,1000000,5,0,4,,0,3,3,,3,,4092,4330,1,754787.5404,5541.175293,0.000202019
4331,4331,4331,0,1000000,2,0,0,,0,3,3,,3,,0,0,0,0,0,0
4332,4332,4332,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
